symbol,max_pae,mean_plddt,max_plddt,min_plddt,mean_ptm,max_ptm,min_ptm,mean_iptm,max_iptm,min_iptm,min_sa_i_1,min_sa_i_2,max_sa_i_1,max_sa_i_2,avg_sa_i_1,avg_sa_i_2,min_sa_ni_1,min_sa_ni_2,max_sa_ni_1,max_sa_ni_2,avg_sa_ni_1,avg_sa_ni_2,min_fi_i_1,min_fi_i_2,max_fi_i_1,max_fi_i_2,avg_fi_i_1,avg_fi_i_2,min_fi_ni_1,min_fi_ni_2,max_fi_ni_1,max_fi_ni_2,avg_fi_ni_1,avg_fi_ni_2
SOCS1_PTPRCAP,31.734375,50.13,53.0792,46.5567,0.43,0.46,0.4,0.32,0.58,0.13,-37.6273,-81.108,-31.1762,-51.8917,-34.0977,-66.7263,-1.7261,-1.7148,-0.5655,5.6966,-1.3455,0.4378,0.0035,-0.1024,0.2203,0.1184,0.0901,-0.0332,-0.0125,-0.0393,0.0459,0.0152,0.0217,-0.0118
HRAS_MRPS18B,31.734375,63.49,64.487,61.7658,0.43,0.44,0.42,0.11,0.14,0.09,-35.7585,-63.8195,-33.0183,-33.7367,-34.0698,-50.0925,-2.2746,5.3242,-0.0801,9.6005,-0.9633,7.5052,-0.1375,-0.0806,-0.0015,0.1702,-0.0764,0.028,-0.0516,-0.0571,0.0241,0.0332,-0.0061,-0.0014
SIX1_C14orf119,31.703125,61.81,62.6981,60.701,0.44,0.47,0.4,0.23,0.31,0.16,-67.1807,-40.0503,-45.5592,-30.7375,-51.4238,-37.0713,-2.259,-4.9436,0.4568,-0.9515,-0.6442,-3.352,-0.0156,-0.0743,0.167,0.0684,0.0788,0.0003,-0.083,-0.0995,-0.0294,-0.0406,-0.0528,-0.0723
CDKN2A_NPM1,31.703125,58.81,61.0948,57.8008,0.37,0.38,0.36,0.18,0.21,0.12,-47.8272,-49.5355,-30.1665,-36.0179,-40.0402,-43.6395,-4.2472,-12.3957,-3.0218,0.2788,-3.5919,-3.7701,-0.1091,-0.0624,0.0983,0.1879,-0.0134,0.0435,-0.0853,-0.0377,-0.0238,0.0073,-0.0565,-0.0202
BAX_BCL2L1,31.6875,57.55,63.9668,48.3597,0.4,0.43,0.36,0.13,0.14,0.11,-42.9152,-32.4376,-20.5684,-8.5002,-32.5348,-19.6973,-2.8897,-3.0012,0.4991,7.064,-1.1694,1.9075,-0.3318,-0.1479,-0.0176,0.0608,-0.1254,-0.029,-0.0153,-0.081,0.0353,-0.037,0.0096,-0.0542
BCL2_BAX,31.71875,62.04,63.8288,59.8221,0.43,0.45,0.42,0.13,0.16,0.1,-32.3673,-41.5863,-25.0271,-28.6981,-29.4135,-37.153,-0.9671,-1.895,3.7808,0.3709,1.8549,-0.8636,0.0118,0.0342,0.3183,0.1495,0.1259,0.0757,-0.0912,0.0073,0.0038,0.0354,-0.05,0.0197
CCND3_CRABP2,31.53125,83.3,84.9857,82.4064,0.78,0.8,0.75,0.71,0.77,0.65,-63.139,-53.6623,-37.4923,-29.2664,-51.9008,-41.1687,-2.0736,-1.8198,-0.8271,0.4045,-1.4121,-0.7848,0.0048,-0.0781,0.2075,-0.0007,0.0975,-0.0413,0.0021,-0.0248,0.0384,0.0175,0.0246,-0.0028
RHOA_SRSF7,31.703125,57.15,58.1977,55.7779,0.47,0.48,0.46,0.14,0.19,0.12,-39.1285,-61.7937,-26.1292,-37.6459,-33.1905,-52.6541,-1.9117,-4.7427,0.1823,2.315,-0.9245,-1.0361,-0.0784,-0.095,0.0579,0.1354,-0.0185,0.0191,-0.0043,0.0194,0.0274,0.0676,0.0066,0.0336
RAC1_STX8,31.703125,62.25,63.088,60.6021,0.47,0.49,0.46,0.14,0.18,0.09,-41.8843,-54.6983,-14.3515,-20.2902,-32.4641,-41.7066,-4.0242,16.1829,-0.3244,27.1515,-1.506,22.9651,-0.0994,-0.11,0.1276,0.1624,-0.0187,0.0184,-0.0368,-0.0062,0.024,0.0257,-0.008,0.0089
BCL2_BBC3,31.703125,56.12,57.1753,55.1952,0.5,0.51,0.49,0.66,0.66,0.65,-13.0537,-65.3069,-1.8814,-59.2603,-7.8815,-62.4601,4.525,0.0034,6.8927,3.1074,5.7599,2.0501,-0.0251,-0.1304,0.146,-0.0703,0.0701,-0.1056,-0.0277,0.0345,0.0489,0.2086,0.0123,0.106
CDKN2A_CDK4,31.6875,73.63,74.3088,72.5297,0.63,0.66,0.6,0.2,0.29,0.14,-68.37,-47.7068,-34.6606,-30.2513,-45.1645,-35.8895,-4.9406,-2.2355,-1.9296,-0.344,-3.4013,-1.2633,-0.0791,-0.124,0.0709,-0.0193,-0.001,-0.0626,-0.0636,0.0058,-0.0299,0.0289,-0.042,0.0204
SOX2_RPL34,31.734375,46.79,48.2137,45.342,0.24,0.25,0.24,0.1,0.12,0.08,-58.6236,-21.9069,0.0,0.0,-23.4161,-7.672,-2.5253,-0.9096,4.3932,1.6563,1.2682,0.1645,-0.4138,-0.0637,0.0,0.0935,-0.0828,0.006,-0.023,0.0412,0.0932,0.1007,0.0404,0.0757
BCL2_BNIP3,31.71875,48.11,51.6039,46.2758,0.46,0.48,0.44,0.24,0.47,0.15,-29.293,-84.994,-3.6564,-39.1509,-20.3139,-56.6853,-1.1743,3.4634,4.3075,9.1478,1.2017,6.1888,-0.041,-0.2117,0.1917,0.1611,0.063,0.0003,-0.0633,-0.1561,-0.0066,-0.0997,-0.0342,-0.1325
JUN_RPL36AL,31.71875,45.75,47.0311,45.1047,0.23,0.26,0.22,0.18,0.33,0.11,-36.7731,-56.4463,0.5258,0.0,-13.3093,-15.1571,0.9609,-1.0304,7.0599,1.8291,4.159,0.2002,-1.1347,-0.0455,0.224,1.0198,-0.3483,0.264,-0.0752,0.0299,0.0548,0.0731,-0.0031,0.0542
BCL2_BCL2L11,31.71875,54.49,55.8438,53.2689,0.49,0.5,0.48,0.67,0.67,0.66,-15.5237,-57.1035,1.9326,-41.0314,-3.7862,-50.3712,3.0286,-1.3076,5.9752,3.7223,4.51,1.6902,0.0005,-0.1052,0.1657,-0.0195,0.0813,-0.0674,-0.0192,0.1057,0.0302,0.152,0.0118,0.1265
RHOA_DKKL1,31.625,52.22,54.5354,50.2691,0.49,0.51,0.48,0.15,0.17,0.14,-46.9835,-42.3528,-34.7507,19.9493,-41.8286,-11.908,-3.7505,1.7158,-1.809,36.6628,-2.508,15.5518,-0.0955,-0.1252,0.0997,0.2507,0.0394,0.0185,-0.0259,-0.0784,0.0237,0.018,-0.0069,-0.0168
RPL5_RPL23,31.65625,83.28,84.6644,81.8532,0.57,0.57,0.56,0.31,0.47,0.15,-53.173,-85.1254,-36.1722,-43.5486,-44.4664,-54.8033,-2.0281,-0.4949,0.254,2.3325,-0.9659,1.0847,-0.1304,0.0284,0.227,0.337,-0.0155,0.1204,-0.0466,-0.0032,-0.0166,0.0464,-0.0262,0.0289
DEK_NOP10,31.734375,52.92,54.8025,51.0,0.32,0.33,0.32,0.12,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.8827,-6.5797,0.9521,0.3165,0.0491,-2.6701,0.0,0.0,0.0,0.0,0.0,0.0,-0.0633,-0.0737,-0.0111,-0.0168,-0.0359,-0.0455
RHOA_MLX,31.71875,70.07,73.2507,67.6748,0.47,0.48,0.46,0.14,0.19,0.1,-39.8874,-55.5135,-17.4515,-26.0427,-30.6551,-42.3159,-1.181,-4.5604,-0.3575,-0.5551,-0.5989,-2.4803,-0.259,-0.0655,0.074,0.18,-0.04,0.0325,-0.0059,-0.0568,0.013,0.0466,0.0043,-0.0069
RSPO2_RER1,31.734375,60.05,63.8417,54.9873,0.31,0.33,0.28,0.09,0.12,0.08,-77.9069,-51.2634,0.0,0.0,-33.2437,-22.0684,1.3037,-0.406,7.8966,2.9878,4.7974,0.78,-0.0684,-0.0337,0.0515,0.3988,-0.0121,0.0867,-0.0419,0.0033,0.0537,0.1027,-0.0032,0.053
CDKN2A_NMI,31.625,65.97,67.4859,64.9922,0.35,0.36,0.34,0.13,0.15,0.11,-48.9407,-55.8569,-32.9575,-37.6082,-39.2975,-44.8346,-5.5367,-17.1803,-2.7637,-9.2478,-3.8382,-12.3853,-0.0471,-0.1655,0.0417,0.031,-0.0002,-0.0531,-0.0813,-0.0818,-0.0141,-0.0169,-0.0458,-0.0502
HMGA1_DFFB,31.703125,66.91,69.2648,64.8118,0.53,0.58,0.51,0.18,0.2,0.16,-65.3772,-35.5505,-19.4568,-16.3958,-49.7223,-25.5331,-12.0685,-6.0033,-1.0662,-0.9069,-5.7698,-3.5222,-0.2481,-0.0399,1.209,0.0908,0.2684,0.0131,-0.1759,0.0026,0.0294,0.0292,-0.0763,0.0149
CDKN1B_YWHAQ,31.703125,59.81,61.2113,58.8983,0.57,0.59,0.56,0.19,0.32,0.14,-109.2347,-34.8824,-54.3396,-25.792,-72.6719,-31.4378,-14.1347,-0.3293,-3.8243,0.9078,-9.6379,0.3667,-0.2014,0.0109,0.0842,0.0495,-0.0203,0.0289,-0.0677,0.024,0.1249,0.0487,-0.0059,0.0422
BCL2_BCL2L10,31.71875,63.7,65.8996,62.3092,0.45,0.46,0.44,0.2,0.46,0.12,-45.5692,-72.1053,-18.1141,-50.3718,-32.4409,-62.1388,-0.4317,-5.6569,4.1577,0.8735,2.7231,-1.9536,-0.1605,0.0158,0.1435,0.0766,-0.0207,0.057,-0.0773,-0.0684,-0.0262,-0.0206,-0.0553,-0.0477
RHOA_BCL2L12,31.578125,61.69,67.1047,57.2865,0.5,0.52,0.49,0.21,0.24,0.17,-58.527,-60.1819,-28.7116,-16.3575,-39.6193,-34.998,-2.4905,-5.8548,-1.1797,1.5018,-1.8784,-1.6813,-0.0579,0.0256,0.0859,0.3539,0.0326,0.1384,-0.0055,-0.1553,0.0122,-0.0455,0.0019,-0.1083
HRAS_ATG5,31.5,85.43,88.8545,83.9163,0.65,0.84,0.59,0.26,0.74,0.11,-51.7365,-56.0235,-40.2791,-28.407,-46.4194,-34.1264,-1.4321,-1.8346,0.3578,0.3272,-0.6652,-0.6398,-0.1954,-0.0898,-0.0186,0.0206,-0.1158,-0.0334,-0.0188,-0.016,0.0265,-0.0026,0.0001,-0.0089
JUN_SMIM17,31.734375,34.73,35.8679,33.6019,0.23,0.23,0.22,0.13,0.15,0.11,-35.6342,-63.7602,-23.2057,-34.7449,-31.462,-44.5123,-0.5556,-2.1043,3.3602,1.9785,1.2379,0.466,-0.475,-0.0864,0.063,0.2958,-0.1653,0.1209,0.0093,-0.0144,0.0377,0.166,0.0213,0.0719
BCL2_NTF4,31.71875,58.84,60.2812,58.1593,0.42,0.45,0.41,0.13,0.16,0.1,-51.9307,-40.2594,-29.8554,-26.1723,-37.2004,-33.7172,-0.3951,-0.8201,2.3069,3.8973,1.5516,1.8853,-0.1048,-0.244,0.135,-0.0397,0.0534,-0.139,-0.0769,-0.03,-0.0407,0.0595,-0.0626,0.0146
BCL2_BAK1,31.640625,60.99,61.8844,59.2164,0.43,0.48,0.41,0.14,0.2,0.11,-31.6111,-48.495,-17.3997,-42.1212,-25.7861,-45.7346,0.9505,-3.0145,5.7578,-0.5984,3.0929,-1.7896,0.032,-0.0044,0.1543,0.0965,0.0942,0.0364,-0.0992,0.0025,-0.032,0.0472,-0.0552,0.0249
RPL5_EIF5A,31.671875,84.21,84.6151,82.7682,0.56,0.56,0.55,0.09,0.11,0.08,-50.3944,-70.2719,0.0,0.0,-23.0083,-27.3973,-0.9846,0.5526,-0.2657,2.479,-0.6076,1.3461,-0.0818,-0.0676,0.002,0.634,-0.0176,0.1361,-0.0446,-0.0073,-0.0186,0.0345,-0.0298,0.0129
DNAJB1_ANAPC16,31.71875,59.95,62.2577,58.7953,0.42,0.43,0.42,0.14,0.15,0.13,-44.0038,-56.3155,-25.6508,-43.1899,-32.8767,-50.797,0.8579,-5.0739,3.052,7.3819,2.366,-0.0285,-0.1901,0.0346,-0.01,0.4047,-0.0839,0.1681,-0.0361,-0.0741,0.0139,0.1357,-0.0205,0.0553
TCL1A_GIMAP2,31.71875,71.68,74.0853,70.7234,0.57,0.59,0.56,0.17,0.21,0.13,-49.8344,-43.8475,-36.5869,-32.1468,-43.7384,-38.2343,-8.0702,0.424,-5.5069,1.3639,-6.6333,0.8536,-0.0155,-0.1692,0.1236,0.0004,0.0496,-0.0601,-0.0092,-0.0381,0.0956,-0.0098,0.0433,-0.0231
SET_GCSH,31.71875,68.09,69.4372,67.0115,0.47,0.49,0.45,0.17,0.24,0.14,-28.3679,-66.7752,-21.7372,-52.827,-25.8089,-58.2339,-0.6218,-12.6618,1.5881,-3.2786,0.9283,-6.1917,0.0435,-0.0492,0.0916,0.0668,0.0623,0.0018,0.0157,-0.03,0.0484,0.0047,0.0302,-0.0106
SOX2_RPS17,31.71875,43.44,44.3376,42.7066,0.26,0.31,0.25,0.21,0.31,0.16,-64.2665,-39.0173,-34.1035,-24.5461,-53.1176,-34.0406,-1.7424,-2.5709,1.2273,7.3726,0.0515,0.9656,-0.2292,-0.1791,0.2105,0.0199,0.0894,-0.042,-0.02,-0.1189,0.1383,0.0009,0.0246,-0.0562
BAX_HLA-DQB1,31.734375,61.15,63.9724,57.6106,0.38,0.42,0.35,0.22,0.3,0.18,-52.6673,-59.0652,-13.9844,-17.567,-37.5037,-39.7142,-2.0605,-0.8343,-0.1985,5.6249,-1.1472,3.2622,-0.2003,-0.1553,0.0377,0.1858,-0.0677,-0.0048,0.005,-0.0314,0.0422,0.0173,0.0273,-0.01
MAP2K1_SMIM3,31.609375,71.3,73.1625,69.4808,0.72,0.73,0.71,0.19,0.28,0.14,-21.3745,-54.5962,-4.0963,-19.0977,-15.7444,-44.4057,-1.549,-10.114,-0.2161,1.5471,-1.1167,-2.461,-0.3875,-0.1249,-0.0203,0.1766,-0.1693,-0.0264,-0.002,0.0545,0.0343,0.1335,0.0122,0.0802
MYOD1_ID2,31.734375,44.26,45.7536,43.7031,0.35,0.36,0.35,0.45,0.47,0.44,-46.7828,-50.1041,-37.5688,-44.9843,-43.5964,-47.7435,-2.9829,-1.9754,1.7192,5.2632,-0.2787,1.7722,0.0168,-0.0185,0.1423,0.042,0.0768,0.0179,-0.0008,-0.2054,0.1043,0.0113,0.0637,-0.0684
MAX_MXI1,31.734375,53.42,54.0228,52.886,0.44,0.44,0.43,0.61,0.62,0.6,-49.3159,-43.9462,-45.0055,-41.2748,-47.7573,-42.5729,-0.3037,-1.2269,1.8075,2.0062,0.7599,0.2278,0.0322,-0.047,0.0442,0.0063,0.0374,-0.0235,-0.0557,0.0058,0.0543,0.088,0.0005,0.0549
BTG1_CNOT7,31.5,75.97,77.0428,74.6456,0.62,0.65,0.59,0.19,0.29,0.13,-45.6613,-38.871,-20.448,-19.3358,-37.4482,-29.7086,-8.1074,2.2571,2.691,5.161,-1.499,4.1909,-0.2095,-0.1126,0.1984,0.0273,0.014,-0.0404,-0.0716,-0.0018,0.0312,0.0233,-0.0244,0.0131
CDK4_CDRT4,31.703125,60.62,63.0895,59.045,0.63,0.66,0.62,0.18,0.27,0.13,-42.1548,-59.2317,-27.8217,-48.9643,-35.1654,-53.999,-1.8763,-3.029,-1.1019,7.3317,-1.3773,1.9313,0.0069,-0.227,0.1045,0.04,0.0618,-0.0536,0.0004,-0.0634,0.0342,0.0858,0.0138,-0.0057
CCND3_CDKN1A,31.703125,69.86,70.1145,69.5657,0.67,0.68,0.67,0.72,0.74,0.7,-39.9494,-61.8851,-33.1691,-52.7098,-36.9108,-58.2066,-1.7959,-5.7778,-1.5528,-1.0302,-1.6885,-3.4438,-0.0264,-0.0183,0.038,0.1566,0.0085,0.0865,0.0143,-0.0261,0.0381,0.1425,0.0242,0.0715
RAC1_COQ4,31.703125,69.98,70.9427,68.6519,0.48,0.51,0.47,0.18,0.22,0.16,-56.9977,-26.5291,-38.5225,-14.1393,-49.1566,-21.348,-1.4487,2.0534,0.0916,6.0758,-0.7313,3.3658,-0.1715,-0.1998,0.0243,0.1815,-0.0735,-0.0184,-0.0154,-0.0132,0.0003,0.053,-0.0062,0.0124
MYD88_ATP5PD,31.703125,51.98,53.0037,49.5653,0.37,0.38,0.35,0.14,0.17,0.11,-36.3523,-55.6607,-25.2986,-27.5779,-32.3693,-39.7724,-4.1739,-11.0467,0.3931,14.7352,-2.1114,0.7993,-0.2906,-0.0703,0.0327,0.1069,-0.0924,-0.0163,-0.0342,-0.1646,0.0266,-0.0145,-0.0049,-0.0654
BCL2_RRAS,31.703125,65.71,66.3681,64.6286,0.44,0.45,0.43,0.13,0.17,0.1,-40.2316,-34.6995,-30.7819,-25.5818,-34.8254,-29.2171,-0.0934,-4.128,3.7666,-1.6578,1.4167,-2.9118,-0.1257,-0.1377,0.0353,0.1328,-0.0302,-0.0008,-0.0957,-0.0152,0.0091,0.0307,-0.0438,0.0113
CDKN2A_CDK6,31.703125,72.27,73.1484,71.0566,0.61,0.63,0.6,0.18,0.24,0.14,-46.3736,-44.0143,-37.1494,-28.9787,-41.7479,-35.9034,-5.6728,-1.5994,-3.1533,0.7677,-4.1895,-0.4127,-0.033,0.0135,0.0436,0.1334,-0.0046,0.0846,-0.067,-0.0249,-0.0399,0.004,-0.0525,-0.0121
CCND1_SKP1,31.625,65.46,69.9552,62.3352,0.52,0.54,0.5,0.12,0.14,0.11,-52.318,-41.7544,-37.5818,-20.9774,-46.1543,-32.6167,-3.1019,-4.7386,0.6455,-0.745,-1.3741,-2.9456,-0.1513,-0.0166,0.0128,0.0394,-0.0497,0.0111,-0.0438,-0.0554,-0.0241,-0.0082,-0.0347,-0.0346
RHOA_TAF9,31.6875,52.33,54.0735,50.9976,0.47,0.47,0.46,0.14,0.16,0.13,-40.4775,-64.0089,-21.6934,-33.8342,-31.5529,-50.7827,-2.2846,-14.4408,-0.9879,-1.8645,-1.4191,-5.7431,-0.0065,-0.2254,0.1186,-0.006,0.0456,-0.1022,-0.0149,-0.021,0.0167,0.0948,-0.0019,0.0264
KRAS_KCNIP2,31.71875,67.35,68.5878,66.2398,0.43,0.45,0.42,0.16,0.18,0.13,-83.7651,-32.5056,-53.8416,-15.3923,-69.5981,-23.505,-3.0753,-4.6224,-1.1622,-0.3629,-2.452,-1.7404,-0.1221,-0.12,0.1638,0.1353,0.0589,0.0407,-0.0641,-0.1029,-0.0092,-0.014,-0.0296,-0.0608
U2AF1_RP9,31.734375,50.12,52.6823,46.4513,0.43,0.44,0.42,0.16,0.27,0.12,-48.5,-63.437,-36.6331,-38.3275,-42.6468,-47.2011,-4.9531,-0.9693,0.5417,8.3773,-2.5005,3.6512,-0.0074,0.0202,0.1176,0.2893,0.0734,0.1177,-0.0469,-0.0021,0.0281,0.0837,-0.013,0.0496
TP53_FXYD2,31.71875,59.79,61.2115,58.115,0.49,0.49,0.49,0.24,0.25,0.22,-67.4942,-52.7618,-38.9731,-29.9611,-50.2616,-44.4142,-5.0228,-8.454,-3.1978,-1.647,-4.1467,-4.6916,-0.9284,-0.4,-0.3155,-0.0494,-0.5483,-0.2116,-0.0445,-0.0217,0.0085,0.0729,-0.0144,0.0343
CCND1_CDKN1A,31.71875,69.23,71.6842,67.2039,0.66,0.68,0.64,0.68,0.71,0.67,-38.026,-59.426,-36.4755,-49.17,-37.3738,-54.9116,-3.2384,-14.6961,-1.8173,-3.7377,-2.4387,-6.9035,-0.0646,0.1484,-0.0072,0.3351,-0.0339,0.2107,-0.0709,0.0141,-0.0193,0.1569,-0.0451,0.0601
CDKN1B_RCHY1,31.71875,57.15,58.866,56.2518,0.48,0.49,0.45,0.18,0.24,0.15,-67.7808,-40.1218,-47.6045,-21.8135,-56.6914,-27.477,-9.244,-4.3053,-3.8054,-1.0538,-5.9786,-2.5617,-0.1676,-0.0315,-0.0098,0.0354,-0.0653,0.0085,-0.1198,-0.0709,0.0466,-0.0443,-0.0489,-0.0532
CEBPA_S100A16,31.703125,41.7,44.356,38.3099,0.3,0.33,0.27,0.41,0.55,0.27,-54.0458,-40.0207,-49.2848,-30.4371,-50.9149,-35.7845,0.3735,-2.2646,7.6509,0.2462,4.1892,-0.9365,-0.1469,-0.0781,0.0279,0.1442,-0.0857,0.0396,-0.0893,0.0267,-0.0292,0.0537,-0.0641,0.0448
CDK6_CDKN2B,31.5625,73.46,75.6332,72.0469,0.63,0.65,0.61,0.18,0.23,0.16,-34.0074,-54.4807,-27.3108,-30.471,-31.6132,-40.1436,-0.0848,-3.9383,0.7135,-1.1907,0.4082,-2.3323,-0.0602,-0.1471,0.0676,0.0854,0.0194,-0.054,-0.0245,-0.0571,0.0156,-0.0071,-0.0056,-0.0359
SOCS1_TSPAN11,31.703125,69.57,71.4464,64.9698,0.48,0.59,0.44,0.23,0.57,0.11,-40.2574,-67.369,-30.7907,-34.1523,-33.9499,-44.6025,-5.6713,-5.7364,0.9038,-1.3181,-2.5883,-3.5936,-0.0884,-0.2721,0.0322,0.0639,-0.026,-0.1083,0.0082,-0.0418,0.0612,0.009,0.0432,-0.012
CCND1_DTD2,31.6875,78.83,80.8705,77.5573,0.53,0.54,0.51,0.11,0.13,0.08,-51.9986,-54.7661,-22.955,-29.8151,-38.8077,-40.4962,-0.7749,-2.4718,0.3537,-0.2208,-0.0926,-1.0937,-0.1047,-0.2898,0.041,-0.0312,-0.0186,-0.1195,-0.0507,-0.0337,-0.0023,-0.0246,-0.0236,-0.0276
DNAJB1_MAP1LC3B,31.71875,68.98,71.7357,66.8191,0.4,0.41,0.38,0.13,0.18,0.11,-19.8207,-43.0744,28.3993,-35.7618,-4.8402,-39.35,-0.8289,-5.3661,2.8097,-2.5812,0.656,-4.0846,-0.2183,-0.1556,0.3378,0.1993,0.0289,-0.0153,-0.0515,-0.0163,0.0347,0.0546,-0.0094,0.0224
SET_APOM,31.71875,68.08,69.8135,66.153,0.45,0.47,0.43,0.16,0.22,0.12,-68.6014,-36.6409,-39.0822,-29.1224,-51.357,-32.6493,-0.0404,-0.512,1.8407,3.3437,1.2684,2.0627,-0.344,0.0602,0.0579,0.1626,-0.0972,0.1278,0.0161,-0.1366,0.0387,-0.0244,0.028,-0.0955
CDK4_CDKN1A,31.671875,62.15,63.6257,61.0502,0.65,0.68,0.63,0.29,0.56,0.21,-43.972,-80.5619,-28.435,-54.9724,-33.3469,-66.3386,-2.1861,-13.419,-0.0389,-0.2432,-1.0448,-5.6928,-0.0216,-0.1771,0.1134,-0.0431,0.0445,-0.1227,0.0113,-0.0307,0.0516,0.1774,0.0281,0.0383
BCL10_RNF125,31.71875,50.73,51.8783,49.7496,0.33,0.34,0.32,0.16,0.18,0.15,-61.9858,-62.5789,-34.1639,-40.2946,-46.0228,-49.0938,-9.6559,-10.6634,-0.0984,-6.3159,-4.3379,-8.3326,-0.1445,-0.1934,0.0197,-0.035,-0.0497,-0.1215,-0.1156,-0.0613,-0.0038,0.0305,-0.0829,-0.0149
BCL2_NMRK2,31.71875,67.09,68.1168,65.9906,0.49,0.5,0.47,0.16,0.19,0.13,-48.9085,-38.8746,-29.9251,-30.2183,-38.4914,-34.2366,-0.5399,-0.9619,2.3022,0.4272,0.8161,-0.2725,-0.1563,-0.0388,-0.0148,0.0053,-0.0952,-0.0213,-0.0946,0.0127,-0.0339,0.0395,-0.065,0.0234
TP53_NDUFC1,31.71875,58.11,61.7899,55.5022,0.48,0.51,0.47,0.23,0.38,0.17,-42.3033,-54.2757,-39.2178,-41.5811,-40.6458,-49.6175,-4.0598,-1.9123,-2.6945,6.4902,-3.2489,1.106,-0.2791,-0.1364,-0.0623,-0.0062,-0.1559,-0.0648,-0.0228,-0.0543,0.0074,0.1008,-0.0073,-0.0026
HRAS_OGN,31.671875,72.59,76.6314,70.6584,0.54,0.73,0.47,0.32,0.8,0.15,-46.6635,-36.4871,-42.7269,-28.9902,-44.7658,-33.4632,-3.1632,-2.6728,-0.5136,-0.3013,-1.4635,-1.5573,-0.0524,-0.1262,0.1486,0.0361,0.0627,-0.0196,-0.02,-0.0232,0.0086,0.0201,-0.0043,-0.0076
CDKN2A_POLR1F,31.71875,56.72,58.238,55.7884,0.39,0.4,0.38,0.14,0.16,0.1,-46.6024,-59.2282,-21.1297,-40.4362,-34.5686,-49.0165,-4.8531,-10.2934,-2.3753,-5.7329,-3.6803,-8.376,-0.0779,-0.0255,0.0497,0.2987,-0.007,0.0597,-0.1077,-0.0143,-0.0232,0.0316,-0.0597,0.0039
CDKN2C_CDK4,31.609375,77.29,78.5217,75.6277,0.6,0.62,0.59,0.16,0.18,0.14,-33.8116,-56.479,-27.2642,-38.1434,-32.2077,-45.6987,-2.9122,-2.5497,-1.6255,-0.2477,-2.4753,-1.8233,-0.204,-0.1221,-0.0445,0.0645,-0.1142,-0.0438,-0.0252,0.0075,0.0501,0.0618,0.0096,0.0298
CDKN2A_ARFIP2,31.703125,66.18,68.0919,64.8258,0.48,0.49,0.47,0.14,0.17,0.12,-47.916,-51.3919,-25.2217,-27.0821,-36.2487,-40.5107,-4.628,6.905,-3.1964,9.54,-3.7169,8.5728,-0.0419,-0.1299,0.0195,0.0499,0.0028,-0.0024,-0.0509,-0.0322,-0.0158,-0.0216,-0.0338,-0.027
TP53_CAMK2N2,31.71875,55.44,56.3045,54.7446,0.48,0.49,0.47,0.19,0.23,0.17,-41.5793,-65.8145,-30.5023,-46.131,-35.1663,-56.063,-4.1459,1.1232,-1.4458,12.9649,-2.6928,6.9965,-0.2972,-0.1694,-0.1163,0.3882,-0.2032,0.0466,-0.0584,-0.0866,-0.0142,0.1481,-0.0299,0.036
MYOD1_NDUFB11,31.734375,32.27,33.3752,31.2642,0.2,0.21,0.2,0.1,0.12,0.09,-57.8942,-58.7202,-24.5615,-31.0377,-45.4643,-42.3019,-3.3989,0.6076,0.554,9.6112,-0.9227,5.0891,-0.1579,-0.2033,0.1958,0.1692,0.0417,-0.0833,0.038,-0.2232,0.1105,-0.1436,0.079,-0.1869
RPL5_RPL11,31.671875,84.94,85.9889,83.6527,0.53,0.53,0.52,0.08,0.09,0.07,-47.7597,-44.7919,73.6517,0.0,-3.4316,-17.5015,-0.6474,-1.5807,0.3149,-0.7605,-0.2056,-1.1236,-0.328,-0.1146,0.585,0.0,0.0201,-0.0331,-0.035,-0.0171,-0.0141,0.0055,-0.0245,-0.0058
JUN_NDUFA12,31.734375,40.78,44.2645,36.4467,0.23,0.25,0.21,0.14,0.18,0.11,-46.6911,-61.4732,-20.2318,-17.9893,-28.0654,-36.6199,-0.7897,-3.7067,4.0147,-2.016,1.3574,-2.7441,-0.181,-0.3837,0.036,-0.1353,-0.0675,-0.2465,-0.032,-0.0402,0.0034,0.0159,-0.0136,-0.0169
MYOD1_ID1,31.734375,42.7,43.846,41.4452,0.35,0.36,0.34,0.45,0.47,0.42,-49.4909,-43.7009,-41.6225,-34.555,-47.3193,-39.6011,-3.5186,-4.41,-0.0273,-0.2804,-1.9087,-2.1744,-0.0124,-0.0729,0.1239,0.0593,0.0365,0.014,-0.0283,0.0457,0.0853,0.095,0.0366,0.0691
TP53_C5orf46,31.71875,55.33,57.7745,54.2563,0.48,0.51,0.47,0.24,0.36,0.17,-47.5434,-56.7889,-34.9909,-46.6226,-41.1278,-50.3277,-4.7326,-14.5669,-2.9824,0.2849,-3.5589,-8.0918,-0.268,-0.3106,-0.0562,0.1124,-0.1799,-0.0283,-0.0413,-0.249,0.0149,-0.0424,-0.0067,-0.1363
CDKN2A_GAS1,31.734375,52.63,55.5248,51.2162,0.36,0.42,0.34,0.19,0.38,0.13,-48.0519,-45.5223,-32.0161,-31.6365,-39.7067,-38.8406,-5.7084,-2.8355,-4.7967,2.4737,-5.1845,-0.612,-0.0758,-0.206,0.0391,0.0327,-0.0079,-0.0928,-0.0875,-0.0321,-0.0449,0.0608,-0.0668,0.0294
