gene,gencodeID_transcript_MANE
SNPH,ENST00000381867
SHISA7,ENST00000376325
C8orf34,ENST00000518698
ZKSCAN3,ENST00000252211
ZNF559,ENST00000603380
C14orf93,ENST00000299088
ZNF155,ENST00000270014
BTBD6,ENST00000392554
KPNA1,ENST00000344337
CWF19L1,ENST00000354105
RO60,ENST00000400968
KATNAL2,ENST00000683218
CPNE1,ENST00000397443
LGI4,ENST00000310123
CYP27C1,ENST00000664447
ZNF75A,ENST00000669516
CARD8,ENST00000651546
SLC9B2,ENST00000394785
FYN,ENST00000354650
TYRP1,ENST00000388918
CERK,ENST00000216264
PDE1B,ENST00000243052
ZNF570,ENST00000330173
CARD9,ENST00000371732
SNW1,ENST00000261531
XYLB,ENST00000207870
ZFP57,ENST00000376883
PLD5,ENST00000536534
SRC,ENST00000373578
HSF2,ENST00000368455
ZNF737,ENST00000427401
FANCE,ENST00000229769
TEX55,ENST00000295622
KPNA6,ENST00000373625
UGT2A2,ENST00000604629
ARSK,ENST00000380009
BTNL9,ENST00000327705
URI1,ENST00000392271
CCT2,ENST00000299300
SLC7A8,ENST00000316902
NRBP1,ENST00000379852
ZNF480,ENST00000595962
ALDH6A1,ENST00000553458
PRKCSH,ENST00000677123
ALDH5A1,ENST00000357578
MGAT4A,ENST00000393487
PSMD3,ENST00000264639
ZNF397,ENST00000330501
KBTBD4,ENST00000430070
ZNF671,ENST00000317398
CCDC183,ENST00000338005
CD276,ENST00000318443
ZFP69B,ENST00000361584
TTYH2,ENST00000269346
P4HA1,ENST00000394890
EHD1,ENST00000320631
BAIAP2,ENST00000428708
UGT1A4,ENST00000373409
BEND4,ENST00000502486
POLR3C,ENST00000334163
LPCAT1,ENST00000283415
GP2,ENST00000302555
NAE1,ENST00000290810
UGT1A1,ENST00000305208
ZFP14,ENST00000270001
P4HA2,ENST00000360568
SLC37A1,ENST00000352133
FMO5,ENST00000254090
PHGDH,ENST00000641023
C18orf54,ENST00000620105
B4GALNT1,ENST00000341156
RXRB,ENST00000374680
LCP2,ENST00000046794
RBM46,ENST00000281722
TBXAS1,ENST00000448866
NETO1,ENST00000327305
PARP3,ENST00000398755
ARSB,ENST00000264914
CAMK2D,ENST00000511664
FMO3,ENST00000367755
UGT1A6,ENST00000305139
SLC1A4,ENST00000234256
DCLRE1B,ENST00000650450
CFAP97,ENST00000458385
GRB7,ENST00000309156
CERKL,ENST00000410087
BMPR1A,ENST00000372037
CBX2,ENST00000310942
FMO1,ENST00000617670
ICAM1,ENST00000264832
INSC,ENST00000379556
ZNF20,ENST00000334213
CCT6A,ENST00000275603
CCDC9,ENST00000221922
PAF1,ENST00000221265
RIC8A,ENST00000526104
TMEM266,ENST00000388942
PNLDC1,ENST00000392167
PTBP2,ENST00000674951
PHF21B,ENST00000313237
PRMT3,ENST00000331079
RCBTB1,ENST00000378302
PKM,ENST00000335181
CYP4F22,ENST00000269703
SMARCD2,ENST00000448276
CDC73,ENST00000367435
ZBTB18,ENST00000358704
ASIC3,ENST00000349064
DNAJC21,ENST00000648817
CYP27A1,ENST00000258415
UGT1A10,ENST00000344644
BANP,ENST00000682872
RBM39,ENST00000253363
PSIP1,ENST00000380733
ANKRD53,ENST00000360589
FSD1L,ENST00000481272
CATSPER2,ENST00000396879
ZNF680,ENST00000309683
SLC45A2,ENST00000296589
MFSD2A,ENST00000372811
LRRC27,ENST00000368614
GMEB2,ENST00000370077
NSMF,ENST00000371475
CCT6B,ENST00000314144
GHDC,ENST00000587427
M1AP,ENST00000421985
AHCYL1,ENST00000369799
SLC29A4,ENST00000396872
ESR2,ENST00000341099
DEPDC1B,ENST00000265036
GPR161,ENST00000682931
FGR,ENST00000374005
UGT2B7,ENST00000305231
SLC3A2,ENST00000338663
BBOF1,ENST00000394009
NOP58,ENST00000264279
PLXDC2,ENST00000377252
ENTPD3,ENST00000301825
ST6GAL2,ENST00000409382
BAIAP2L2,ENST00000381669
CCDC112,ENST00000379611
UGT2B28,ENST00000335568
KRT74,ENST00000305620
PUS10,ENST00000316752
KPNA2,ENST00000330459
HSF1,ENST00000528838
CHRNA2,ENST00000407991
HEXA,ENST00000268097
GK5,ENST00000392993
YARS1,ENST00000373477
NELFA,ENST00000382882
UGT2B4,ENST00000305107
ALPI,ENST00000295463
ADGRG5,ENST00000349457
ZNF626,ENST00000601440
ASIC1,ENST00000447966
PPP1R16A,ENST00000435887
QRSL1,ENST00000369046
SPNS1,ENST00000311008
TXLNG,ENST00000380122
ANKDD1B,ENST00000601380
UGT2B10,ENST00000265403
GPATCH2,ENST00000366935
OXSR1,ENST00000311806
UGT2A3,ENST00000251566
EOGT,ENST00000383701
BTN2A1,ENST00000312541
MAOA,ENST00000338702
UGT2A1,ENST00000286604
ZC3H12D,ENST00000409806
NACC1,ENST00000292431
NLK,ENST00000407008
SGO1,ENST00000412997
ANKRD42,ENST00000533342
TBCE,ENST00000642610
TXK,ENST00000264316
POLE2,ENST00000216367
ZNF35,ENST00000396056
TBC1D19,ENST00000264866
NCF2,ENST00000367535
FLVCR2,ENST00000238667
REELD1,ENST00000623665
TSEN54,ENST00000333213
CCNL1,ENST00000295926
ALG8,ENST00000299626
CEACAM1,ENST00000161559
KCNS1,ENST00000537075
BTN1A1,ENST00000684113
MITF,ENST00000352241
IKZF2,ENST00000434687
ARHGEF3,ENST00000296315
FUS,ENST00000254108
SGK1,ENST00000367858
LMAN1L,ENST00000309664
NETO2,ENST00000562435
ACBD5,ENST00000396271
SLC18A1,ENST00000276373
ARSG,ENST00000621439
PDIA2,ENST00000219406
NAB2,ENST00000300131
USP22,ENST00000261497
PMPCA,ENST00000371717
ZNF678,ENST00000343776
RPS6KB1,ENST00000225577
CORO2A,ENST00000375077
LAG3,ENST00000203629
MEPE,ENST00000361056
LRRC1,ENST00000370888
PGBD5,ENST00000391860
ALPL,ENST00000374840
CYP4F11,ENST00000402119
PPP3CB,ENST00000360663
API5,ENST00000531273
VANGL1,ENST00000355485
CYP4F12,ENST00000550308
SLC2A2,ENST00000314251
GLIS2,ENST00000433375
PTBP3,ENST00000374257
CDC25A,ENST00000302506
ZNF479,ENST00000319636
TXNRD2,ENST00000400521
UGT3A1,ENST00000274278
BTN2A2,ENST00000356709
SLC16A6,ENST00000580666
GLYCTK,ENST00000436784
EIF2B4,ENST00000347454
RORA,ENST00000335670
EARS2,ENST00000449606
SIAE,ENST00000263593
SLC35F5,ENST00000245680
TTYH3,ENST00000258796
ZNF765,ENST00000396408
SLC7A10,ENST00000253188
PSPC1,ENST00000338910
SYT10,ENST00000228567
ADCK1,ENST00000238561
GPT2,ENST00000340124
DRC3,ENST00000399187
BTD,ENST00000643237
CDK17,ENST00000261211
UGT3A2,ENST00000282507
ARHGEF9,ENST00000671741
DYNC1LI1,ENST00000273130
NPEPL1,ENST00000356091
CASP10,ENST00000286186
TBL1Y,ENST00000383032
GSR,ENST00000221130
SNX1,ENST00000559844
ZNF468,ENST00000595646
RCC2,ENST00000375436
OCLN,ENST00000396442
PLIN1,ENST00000300055
ANKDD1A,ENST00000319580
CGAS,ENST00000370315
MAPKAP1,ENST00000265960
ZNF454,ENST00000519564
TRAF6,ENST00000526995
BTBD3,ENST00000378226
GALNS,ENST00000268695
FBXO7,ENST00000266087
GOLGA6L10,ENST00000610657
SOAT2,ENST00000301466
CYP11A1,ENST00000268053
ARFGAP2,ENST00000524782
MSL3,ENST00000312196
KPNA4,ENST00000334256
PNKP,ENST00000322344
PRPF4,ENST00000374198
CYB5R4,ENST00000369681
MEF2D,ENST00000348159
TESPA1,ENST00000449076
RUNX2,ENST00000647337
PPP3CA,ENST00000394854
MUTYH,ENST00000456914
CELF2,ENST00000633077
GADL1,ENST00000282538
IL9R,ENST00000244174
ZNF286A,ENST00000583566
VEZF1,ENST00000581208
D2HGDH,ENST00000321264
KRT4,ENST00000551956
CFAP157,ENST00000373295
CCNL2,ENST00000400809
TBX22,ENST00000373296
USP3,ENST00000380324
CYP4F3,ENST00000221307
CYP4F2,ENST00000221700
SPATA2,ENST00000289431
CREB3L2,ENST00000330387
OXCT1,ENST00000196371
UBXN11,ENST00000374222
PPIL2,ENST00000398831
TULP2,ENST00000221399
PFKFB3,ENST00000379775
CYP4F8,ENST00000612078
VNN2,ENST00000326499
SMG9,ENST00000270066
KLHDC4,ENST00000270583
IFNLR1,ENST00000327535
HMGCS1,ENST00000325110
SPPL2A,ENST00000261854
MMP28,ENST00000605424
SAMD3,ENST00000439090
CACNB4,ENST00000539935
DCAF17,ENST00000375255
MBOAT2,ENST00000305997
KRT78,ENST00000304620
CDC20B,ENST00000381375
RIOK3,ENST00000339486
DCT,ENST00000377028
LAP3,ENST00000226299
ZFP30,ENST00000684514
CYP4A22,ENST00000371891
SNX2,ENST00000379516
BBS4,ENST00000268057
IKZF1,ENST00000331340
CYP4A11,ENST00000310638
IRX4,ENST00000231357
TCP11L2,ENST00000299045
TTC31,ENST00000233623
PLEKHA8,ENST00000449726
GTF3C5,ENST00000372097
GASK1B,ENST00000585682
KCNG4,ENST00000308251
MBTPS2,ENST00000379484
ZNF692,ENST00000306601
PDZK1,ENST00000417171
GFY,ENST00000610896
BACE2,ENST00000330333
RORC,ENST00000318247
ZNF449,ENST00000339249
UTP15,ENST00000296792
SERINC4,ENST00000319327
UNC5CL,ENST00000244565
MFSD4B,ENST00000671876
MDH1B,ENST00000374412
ALDH1A2,ENST00000249750
ASB3,ENST00000263634
ZNF776,ENST00000317178
MFSD8,ENST00000641686
FAM98A,ENST00000238823
RIPK3,ENST00000216274
ATE1,ENST00000224652
SARS2,ENST00000221431
MOSPD2,ENST00000380492
INTS14,ENST00000313182
TBC1D22A,ENST00000337137
SNTG1,ENST00000642720
MFSD13A,ENST00000238936
HINFP,ENST00000350777
ZNF215,ENST00000278319
CHRND,ENST00000258385
USP30,ENST00000257548
CHRNG,ENST00000651502
RNPC3,ENST00000423855
PPAT,ENST00000264220
NECTIN1,ENST00000264025
RBPJL,ENST00000343694
LAD1,ENST00000391967
ALDH2,ENST00000261733
FOXN4,ENST00000299162
ARFGAP3,ENST00000263245
TRIM6,ENST00000380097
LRRTM2,ENST00000274711
DHCR24,ENST00000371269
TSTD2,ENST00000341170
KPNA7,ENST00000327442
RNF38,ENST00000259605
NAGPA,ENST00000312251
SLC9B1,ENST00000296422
SMARCD1,ENST00000394963
SLC25A25,ENST00000373069
TTC8,ENST00000380656
GPR176,ENST00000561100
FAR2,ENST00000536681
CTU2,ENST00000453996
FAR1,ENST00000354817
SLC16A10,ENST00000368851
ZNF695,ENST00000339986
G6PD,ENST00000393562
SLC7A6,ENST00000219343
PLRG1,ENST00000499023
STK33,ENST00000687296
HBP1,ENST00000222574
IRF5,ENST00000357234
PRSS16,ENST00000230582
CYP24A1,ENST00000216862
CELF1,ENST00000687097
TMEM117,ENST00000266534
AGXT2,ENST00000231420
TBL1XR1,ENST00000457928
CDADC1,ENST00000251108
APCDD1,ENST00000355285
IMPDH2,ENST00000326739
DKC1,ENST00000369550
SARS1,ENST00000234677
MFSD4A,ENST00000367147
CCDC102B,ENST00000360242
ATP6V1B1,ENST00000234396
TSNARE1,ENST00000524325
ACVR2A,ENST00000241416
ZCCHC4,ENST00000302874
DMP1,ENST00000339673
SPINT1,ENST00000562057
TRIM27,ENST00000377199
BTN3A1,ENST00000289361
CCDC61,ENST00000595358
GABRB2,ENST00000393959
PPP3CC,ENST00000240139
SPNS3,ENST00000355530
ALDH1A3,ENST00000329841
ETV3,ENST00000368192
RAB11FIP2,ENST00000355624
CYP4B1,ENST00000371923
CYP1A1,ENST00000379727
KLF11,ENST00000305883
CYP26B1,ENST00000001146
LYN,ENST00000519728
MIDN,ENST00000682408
APLF,ENST00000303795
ATP6V1B2,ENST00000276390
ARCN1,ENST00000264028
PAOX,ENST00000278060
KRT72,ENST00000293745
AMY1C,ENST00000622339
TRIM7,ENST00000274773
ZGPAT,ENST00000355969
ZBTB45,ENST00000594051
ADA2,ENST00000399837
AMY2B,ENST00000684275
DEPDC7,ENST00000241051
AMY1B,ENST00000330330
SLC7A7,ENST00000674313
CCDC125,ENST00000396496
ZNF419,ENST00000221735
FBXO15,ENST00000419743
ZSCAN18,ENST00000601144
RBCK1,ENST00000356286
POLR1G,ENST00000309424
ETV5,ENST00000306376
ZNF75D,ENST00000370766
SYT6,ENST00000610222
FH,ENST00000366560
ENTPD1,ENST00000371205
BEST2,ENST00000553030
NFIA,ENST00000403491
SPAG6,ENST00000376624
DNTT,ENST00000371174
SLC2A4,ENST00000317370
ACVR1,ENST00000434821
IKZF3,ENST00000346872
HARS1,ENST00000504156
CYP51A1,ENST00000003100
SCARB1,ENST00000261693
TCP11L1,ENST00000334274
LCK,ENST00000336890
ARSA,ENST00000216124
SPAM1,ENST00000682466
DLD,ENST00000205402
ZNF320,ENST00000682928
PRAME,ENST00000405655
LGSN,ENST00000370657
PRIM2,ENST00000615550
CCDC181,ENST00000367806
SLC16A9,ENST00000395348
MMP19,ENST00000322569
EPOR,ENST00000222139
SP8,ENST00000418710
UGP2,ENST00000337130
CREB5,ENST00000357727
CYP27B1,ENST00000228606
FAM217A,ENST00000274673
POTEG,ENST00000547848
FRS2,ENST00000549921
FAM227B,ENST00000299338
FCRL2,ENST00000361516
BICDL2,ENST00000572449
TESMIN,ENST00000255087
UBXN4,ENST00000272638
POTEM,ENST00000547889
TTI2,ENST00000431156
CYP17A1,ENST00000369887
VRK2,ENST00000340157
TMEM102,ENST00000323206
TBC1D10A,ENST00000215790
FARSA,ENST00000314606
P4HB,ENST00000331483
NFIC,ENST00000443272
HMGCS2,ENST00000369406
EDC3,ENST00000315127
POGLUT3,ENST00000323468
NOVA1,ENST00000539517
BPIFC,ENST00000300399
THUMPD3,ENST00000452837
CNDP1,ENST00000358821
XPNPEP3,ENST00000357137
KRT85,ENST00000257901
UAP1L1,ENST00000409858
SLC2A6,ENST00000371899
TOM1L2,ENST00000379504
MATK,ENST00000310132
NUP54,ENST00000264883
ALG6,ENST00000263440
SLC7A5,ENST00000261622
TUB,ENST00000299506
NOS1AP,ENST00000361897
B4GALNT2,ENST00000393354
CDYL2,ENST00000570137
PLD4,ENST00000392593
NEK3,ENST00000610828
CDK5RAP3,ENST00000338399
TOX2,ENST00000341197
NOSTRIN,ENST00000317647
GABRE,ENST00000370328
HARS2,ENST00000230771
SLC38A2,ENST00000256689
FTO,ENST00000471389
PCYOX1,ENST00000433351
PAX7,ENST00000420770
TRABD2A,ENST00000409520
ANXA11,ENST00000422982
CHRNA3,ENST00000326828
ZNF649,ENST00000354957
PDIA3,ENST00000300289
FOXO4,ENST00000374259
ACVR1B,ENST00000257963
PFKFB2,ENST00000367080
CAMKK1,ENST00000348335
PPM1J,ENST00000309276
MEF2A,ENST00000557942
ATF2,ENST00000264110
SLC16A5,ENST00000329783
FAM114A2,ENST00000351797
KLHL42,ENST00000381271
PSMD5,ENST00000210313
TRMT2B,ENST00000372936
DNAJC3,ENST00000602402
SLC38A3,ENST00000614032
MFSD2B,ENST00000338315
MYOC,ENST00000037502
SLC16A8,ENST00000681075
TBX1,ENST00000649276
SRP54,ENST00000216774
KLC3,ENST00000391946
YAP1,ENST00000282441
SIRPA,ENST00000358771
CYP2S1,ENST00000310054
FGFRL1,ENST00000510644
TMEM175,ENST00000264771
ZNF439,ENST00000682736
SHMT2,ENST00000328923
DOK7,ENST00000340083
SLC36A4,ENST00000326402
TAB1,ENST00000216160
HHATL,ENST00000441594
ZNF596,ENST00000398612
ZNF683,ENST00000349618
WIPF1,ENST00000679041
CYP19A1,ENST00000396402
TCP11,ENST00000311875
ACVRL1,ENST00000388922
NMD3,ENST00000351193
CYP11B1,ENST00000292427
NRF1,ENST00000393232
AEBP2,ENST00000266508
CYP3A4,ENST00000651514
THUMPD2,ENST00000505747
ZNF730,ENST00000597761
TGFBR1,ENST00000374994
AGBL4,ENST00000371839
LEMD2,ENST00000293760
IRF7,ENST00000525445
BIVM,ENST00000257336
CYP3A43,ENST00000354829
SGSH,ENST00000326317
ADAT1,ENST00000564657
ZC3HC1,ENST00000358303
POGLUT2,ENST00000376004
BMPR1B,ENST00000515059
TFCP2,ENST00000257915
CYP2J2,ENST00000371204
CHRNB2,ENST00000368476
WAS,ENST00000376701
CDK19,ENST00000368911
P4HTM,ENST00000383729
WASF3,ENST00000335327
CYP3A5,ENST00000222982
NFIX,ENST00000592199
CHRNA7,ENST00000306901
UBAP1,ENST00000297661
SLC2A5,ENST00000377424
SLC37A2,ENST00000403796
CYP2R1,ENST00000334636
PDHX,ENST00000227868
PWP1,ENST00000412830
ALDH1A1,ENST00000297785
CHRNB1,ENST00000306071
MPND,ENST00000599840
GDF5,ENST00000374369
BACE1,ENST00000313005
SEPSECS,ENST00000382103
KCNJ3,ENST00000295101
SPEM2,ENST00000333870
IQCM,ENST00000636793
FADS1,ENST00000350997
CAMKV,ENST00000477224
TCTE1,ENST00000371505
ARMC6,ENST00000535612
SERPING1,ENST00000278407
SLC24A5,ENST00000341459
CEP57,ENST00000325542
BTNL8,ENST00000340184
CRISPLD1,ENST00000262207
LIPG,ENST00000261292
CYP46A1,ENST00000261835
ABAT,ENST00000268251
PLAG1,ENST00000316981
PLXDC1,ENST00000315392
B3GALNT2,ENST00000366600
LRP11,ENST00000239367
TCFL5,ENST00000335351
FAM83F,ENST00000333407
KCNV1,ENST00000524391
PYROXD1,ENST00000240651
SLC16A1,ENST00000369626
TRIM69,ENST00000329464
ETNPPL,ENST00000296486
IRAG2,ENST00000556887
GGT6,ENST00000381550
CDC20,ENST00000310955
LIPC,ENST00000299022
PRPF31,ENST00000321030
CLK2,ENST00000368361
SLC2A11,ENST00000316185
ZNF565,ENST00000304116
ZNF253,ENST00000589717
SERPIND1,ENST00000215727
SIGLEC8,ENST00000321424
PKMYT1,ENST00000262300
CHRNB4,ENST00000261751
FSCN3,ENST00000265825
ZNF79,ENST00000342483
MYOT,ENST00000239926
MECP2,ENST00000453960
AMZ1,ENST00000683327
WASF2,ENST00000618852
ANGPT1,ENST00000517746
CDC14B,ENST00000375241
ZNF682,ENST00000397165
TCHP,ENST00000405876
NMT2,ENST00000378165
STEAP3,ENST00000393110
TRIM22,ENST00000379965
SLC17A3,ENST00000397060
CYP2D6,ENST00000645361
MORN1,ENST00000378531
CRISPLD2,ENST00000262424
SLC2A14,ENST00000431042
TRMT6,ENST00000203001
SLC17A4,ENST00000377905
SLC19A2,ENST00000236137
ADPGK,ENST00000456471
RETREG1,ENST00000306320
GLRB,ENST00000264428
CYP26A1,ENST00000224356
TH,ENST00000352909
XIAP,ENST00000371199
GDAP2,ENST00000369443
TMEM104,ENST00000335464
TCAIM,ENST00000342649
GPT,ENST00000394955
ZSCAN5A,ENST00000683990
RBMY1D,ENST00000382680
SGK3,ENST00000521198
C6orf136,ENST00000651131
GSDME,ENST00000645220
RBMY1F,ENST00000303766
DEPDC4,ENST00000550587
RBMY1A1,ENST00000382707
SLC19A3,ENST00000644224
FIZ1,ENST00000221665
RBMY1B,ENST00000383020
FSD1,ENST00000221856
PRCP,ENST00000313010
SLC2A3,ENST00000075120
SMAD6,ENST00000288840
CDK16,ENST00000357227
NMT1,ENST00000258960
RBMY1E,ENST00000382659
SCARA5,ENST00000354914
ENTPD2,ENST00000355097
ZNF212,ENST00000335870
ENTPD8,ENST00000371506
TEDC1,ENST00000392523
EFCAB14,ENST00000371933
ANGPT2,ENST00000629816
RGS7,ENST00000440928
DCAF4,ENST00000358377
CYP21A2,ENST00000644719
RAD18,ENST00000264926
CYP2A7,ENST00000301146
SRSF4,ENST00000373795
WDR37,ENST00000263150
SLC37A3,ENST00000326232
ZNF207,ENST00000394670
ITGBL1,ENST00000376180
POLM,ENST00000242248
ARHGAP19,ENST00000358531
NAF1,ENST00000274054
ZSCAN30,ENST00000333206
NFIB,ENST00000380953
USP14,ENST00000261601
ANKRD33B,ENST00000296657
UGDH,ENST00000316423
DNAJC7,ENST00000457167
CYP2A6,ENST00000301141
CHRNA6,ENST00000276410
PCYOX1L,ENST00000274569
TMEM145,ENST00000301204
CYP2E1,ENST00000252945
CSAD,ENST00000444623
LRRC14,ENST00000292524
PKDCC,ENST00000294964
ARIH2,ENST00000356401
EFEMP1,ENST00000355426
TMCO6,ENST00000394671
VIPAS39,ENST00000557658
PLTP,ENST00000372431
ACVR1C,ENST00000243349
FZR1,ENST00000441788
PIGV,ENST00000674202
CETP,ENST00000200676
PEPD,ENST00000244137
CHRNE,ENST00000649488
DUS2,ENST00000565263
TRIM35,ENST00000305364
ANGPTL2,ENST00000373425
HHAT,ENST00000261458
FRS3,ENST00000373018
NOVA2,ENST00000263257
SVOPL,ENST00000674285
FUT11,ENST00000372841
GABRA3,ENST00000370314
PPIL4,ENST00000253329
FSCN2,ENST00000417245
SESN3,ENST00000536441
TOM1,ENST00000449058
ANKH,ENST00000284268
DYNC1LI2,ENST00000258198
GTPBP3,ENST00000324894
DPP7,ENST00000371579
ZNF517,ENST00000359971
SLC39A14,ENST00000381237
PYHIN1,ENST00000368140
HSF4,ENST00000521374
TMEM39B,ENST00000336294
ALG11,ENST00000521508
KANSL2,ENST00000420613
TMPRSS2,ENST00000332149
SLC2A1,ENST00000426263
PRDM7,ENST00000449207
ZNF655,ENST00000252713
FBXL7,ENST00000504595
ANGPTL1,ENST00000234816
CYP2B6,ENST00000324071
CYP2F1,ENST00000331105
ZNF222,ENST00000391960
FDXR,ENST00000293195
SERPINF2,ENST00000453066
LARP6,ENST00000299213
STK3,ENST00000419617
SLC43A3,ENST00000395124
KRT39,ENST00000355612
NAMPT,ENST00000222553
RABGEF1,ENST00000284957
LETM2,ENST00000379957
IPPK,ENST00000287996
FGB,ENST00000302068
KATNA1,ENST00000367411
CBLL1,ENST00000440859
SYT9,ENST00000318881
AP5M1,ENST00000261558
LMBR1,ENST00000353442
TC2N,ENST00000435962
IFIT3,ENST00000371818
CYP2C19,ENST00000371321
PLD3,ENST00000409735
SUSD4,ENST00000366878
PLEKHO2,ENST00000323544
STEAP2,ENST00000394621
CLK3,ENST00000395066
SMYD1,ENST00000419482
CYP2W1,ENST00000308919
SLC35F3,ENST00000366618
CYP2C9,ENST00000260682
CYP2C18,ENST00000285979
TEKT3,ENST00000395930
MDM4,ENST00000367182
RGS6,ENST00000553525
KATNAL1,ENST00000380615
RSL1D1,ENST00000571133
CYP2C8,ENST00000371270
LMBR1L,ENST00000267102
CAMK2A,ENST00000671881
IFNGR1,ENST00000367739
SPRTN,ENST00000295050
LILRA1,ENST00000251372
DPH2,ENST00000255108
UBXN7,ENST00000296328
CORO1B,ENST00000341356
PMPCB,ENST00000249269
TRIM34,ENST00000429814
MMP11,ENST00000215743
TMEM39A,ENST00000319172
SHF,ENST00000690270
DPEP3,ENST00000268793
ZDHHC14,ENST00000359775
DGAT1,ENST00000528718
ANTXR2,ENST00000403729
SPATA6,ENST00000371847
F10,ENST00000375559
HDAC2,ENST00000519065
CCDC77,ENST00000239830
PTDSS2,ENST00000308020
NAB1,ENST00000337386
GPS1,ENST00000578552
LPCAT3,ENST00000261407
RBPJ,ENST00000355476
TRIM50,ENST00000333149
C1RL,ENST00000266542
TMEM161B,ENST00000296595
SLC16A4,ENST00000369779
SLC7A9,ENST00000023064
MINPP1,ENST00000371996
ALDH8A1,ENST00000265605
SLC38A1,ENST00000398637
STK4,ENST00000372806
ZBTB32,ENST00000392197
ZIK1,ENST00000597850
SLC41A3,ENST00000360370
HEXD,ENST00000327949
STK32C,ENST00000298630
CELF4,ENST00000420428
FOXRED1,ENST00000263578
PACSIN2,ENST00000263246
PPP2R5A,ENST00000261461
MATN3,ENST00000407540
KMO,ENST00000366559
APBB3,ENST00000357560
DPEP2,ENST00000393847
KRT86,ENST00000423955
HCLS1,ENST00000314583
ZNF561,ENST00000302851
ZNF385B,ENST00000410066
GAL3ST4,ENST00000360039
EGR4,ENST00000436467
CELF5,ENST00000292672
ETS1,ENST00000392668
ZNF165,ENST00000683778
TRIM68,ENST00000300747
ZNF639,ENST00000496856
OLFM1,ENST00000371793
BCL2L13,ENST00000317582
SPAG8,ENST00000396638
WDR13,ENST00000376729
SLC35F4,ENST00000556826
RNF8,ENST00000373479
SLC30A10,ENST00000366926
ALDH3A2,ENST00000176643
NLE1,ENST00000442241
DNPEP,ENST00000273075
ETV4,ENST00000319349
HEMGN,ENST00000616898
TENT2,ENST00000453514
GSDMD,ENST00000262580
ADSL,ENST00000623063
CACNB3,ENST00000301050
CTSF,ENST00000310325
CCDC65,ENST00000320516
ENTPD6,ENST00000376652
CLK1,ENST00000321356
THNSL2,ENST00000674334
NEU4,ENST00000407683
PIGA,ENST00000333590
SUFU,ENST00000369902
LDHD,ENST00000450168
GSK3A,ENST00000222330
ATF7,ENST00000420353
DDX25,ENST00000263576
LILRA2,ENST00000391738
SLC36A2,ENST00000335244
ICA1,ENST00000402384
IRX5,ENST00000394636
WIPF3,ENST00000242140
SEPTIN8,ENST00000378719
DDX6,ENST00000534980
UPF3B,ENST00000276201
ERLEC1,ENST00000185150
ACOT2,ENST00000238651
ANHX,ENST00000545940
DDX49,ENST00000247003
CCDC47,ENST00000225726
ATP6V1H,ENST00000359530
SHMT1,ENST00000316694
ZNF774,ENST00000354377
SMARCD3,ENST00000262188
PGD,ENST00000270776
BPI,ENST00000642449
BTBD1,ENST00000261721
ZDHHC1,ENST00000565726
SYNC,ENST00000409190
DBT,ENST00000370132
ZNF223,ENST00000434772
GPATCH2L,ENST00000261530
ZRSR2,ENST00000307771
CCZ1B,ENST00000316731
RPS6KB2,ENST00000312629
DUSP10,ENST00000366899
ICA1L,ENST00000358299
MKRN1,ENST00000255977
